record_id,disease_class,lead,path_raw,n_beats,n_critical,n_xmethod,n_needs,frac_critical,frac_xmethod,frac_needs,priority_tier,example_beat,example_qc_flags,example_xmethod_issues
mc_mi_LCX_0p3_ant_train_run_S74_run_000014,mi,aVL,WP2_largeDataset_Noise/mi/LCX_0.3_ant/train/run_S74/run_000014_raw.csv,11,11,1,11,1.00,0.09,1.00,1_critical,1,PR=72ms,
mc_mi_LAD_0p3_train_run_S72_run_000073,mi,III,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S72/run_000073_raw.csv,12,12,0,12,1.00,0.00,1.00,1_critical,1,PR=78ms,
mc_mi_RCA_0p3_train_run_S71_run_000043,mi,aVL,WP2_largeDataset_Noise/mi/RCA_0.3/train/run_S71/run_000043_raw.csv,13,13,12,13,1.00,0.92,1.00,1_critical,1,PR=54ms,
mc_mi_LAD_0p3_train_run_S69_run_000068,mi,III,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S69/run_000068_raw.csv,13,13,12,13,1.00,0.92,1.00,1_critical,1,PR=72ms,
mc_mi_LAD_0p3_train_run_S73_run_000014,mi,aVL,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S73/run_000014_raw.csv,12,12,0,12,1.00,0.00,1.00,1_critical,1,PR=68ms,
mc_mi_LCX_0p3_ant_train_run_S74_run_000049,mi,V2,WP2_largeDataset_Noise/mi/LCX_0.3_ant/train/run_S74/run_000049_raw.csv,13,13,0,13,1.00,0.00,1.00,1_critical,1,QRSdur=208ms,
mc_mi_LCX_0p3_ant_train_run_S72_run_000044,mi,aVR,WP2_largeDataset_Noise/mi/LCX_0.3_ant/train/run_S72/run_000044_raw.csv,10,10,0,10,1.00,0.00,1.00,1_critical,1,QRSdur=208ms,
mc_lbbb_train_run_S66_run_000084,lbbb,V5,WP2_largeDataset_Noise/lbbb/train/run_S66/run_000084_raw.csv,11,11,0,11,1.00,0.00,1.00,1_critical,1,QRSdur=222ms;PR=56ms,
mc_mi_LAD_0p3_train_run_S65_run_000025,mi,aVF,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S65/run_000025_raw.csv,10,10,9,10,1.00,0.90,1.00,1_critical,1,PR=68ms,
mc_mi_RCA_0p3_train_run_S69_run_000068,mi,III,WP2_largeDataset_Noise/mi/RCA_0.3/train/run_S69/run_000068_raw.csv,13,13,0,13,1.00,0.00,1.00,1_critical,1,PR=60ms,
mc_mi_LAD_0p3_train_run_S65_run_000025,mi,aVL,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S65/run_000025_raw.csv,10,10,9,10,1.00,0.90,1.00,1_critical,1,PR=72ms,
mc_mi_LCX_0p3_ant_train_run_S73_run_000007,mi,aVL,WP2_largeDataset_Noise/mi/LCX_0.3_ant/train/run_S73/run_000007_raw.csv,13,13,12,13,1.00,0.92,1.00,1_critical,1,PR=58ms,
mc_mi_LCX_0p3_ant_test_run_S62_run_000010,mi,V5,WP2_largeDataset_Noise/mi/LCX_0.3_ant/test/run_S62/run_000010_raw.csv,13,13,0,13,1.00,0.00,1.00,1_critical,1,QRSdur=214ms,
mc_mi_LAD_0p3_validation_run_S67_run_000077,mi,aVL,WP2_largeDataset_Noise/mi/LAD_0.3/validation/run_S67/run_000077_raw.csv,12,12,0,12,1.00,0.00,1.00,1_critical,1,PR=60ms,
mc_lbbb_train_run_S65_run_000059,lbbb,I,WP2_largeDataset_Noise/lbbb/train/run_S65/run_000059_raw.csv,14,14,13,14,1.00,0.93,1.00,1_critical,1,PR=70ms,
mc_mi_LAD_1p0_train_run_S72_run_000016,mi,III,WP2_largeDataset_Noise/mi/LAD_1.0/train/run_S72/run_000016_raw.csv,13,13,12,13,1.00,0.92,1.00,1_critical,1,PR=60ms,
mc_lbbb_test_run_S62_run_000073,lbbb,V4,WP2_largeDataset_Noise/lbbb/test/run_S62/run_000073_raw.csv,13,13,0,13,1.00,0.00,1.00,1_critical,1,QRSdur=232ms;PR=58ms,
mc_mi_LAD_0p3_train_run_S65_run_000006,mi,I,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S65/run_000006_raw.csv,11,11,0,11,1.00,0.00,1.00,1_critical,1,PR=58ms,
mc_mi_LAD_0p3_validation_run_S63_run_000056,mi,aVL,WP2_largeDataset_Noise/mi/LAD_0.3/validation/run_S63/run_000056_raw.csv,14,14,0,14,1.00,0.00,1.00,1_critical,1,PR=72ms,
mc_mi_LCX_0p3_ant_train_run_S72_run_000025,mi,II,WP2_largeDataset_Noise/mi/LCX_0.3_ant/train/run_S72/run_000025_raw.csv,12,12,0,12,1.00,0.00,1.00,1_critical,1,PR=50ms,
mc_mi_LAD_0p3_train_run_S70_run_000059,mi,III,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S70/run_000059_raw.csv,12,12,11,12,1.00,0.92,1.00,1_critical,1,PR=72ms,
mc_sinus_train_run_S74_run_000067,sinus,III,WP2_largeDataset_Noise/sinus/train/run_S74/run_000067_raw.csv,12,12,11,12,1.00,0.92,1.00,1_critical,1,PR=72ms,
mc_mi_LCX_0p3_post_train_run_S72_run_000001,mi,aVR,WP2_largeDataset_Noise/mi/LCX_0.3_post/train/run_S72/run_000001_raw.csv,13,13,12,13,1.00,0.92,1.00,1_critical,1,PR=60ms,
mc_sinus_validation_run_S63_run_000069,sinus,aVL,WP2_largeDataset_Noise/sinus/validation/run_S63/run_000069_raw.csv,13,13,12,13,1.00,0.92,1.00,1_critical,1,PR=64ms,
mc_mi_LAD_0p3_train_run_S65_run_000008,mi,III,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S65/run_000008_raw.csv,12,12,12,12,1.00,1.00,1.00,1_critical,1,PR=64ms,t_peak:-92ms;t_offset:-72ms
mc_mi_RCA_0p3_train_run_S74_run_000065,mi,V5,WP2_largeDataset_Noise/mi/RCA_0.3/train/run_S74/run_000065_raw.csv,14,14,13,14,1.00,0.93,1.00,1_critical,1,PR=54ms,
mc_lbbb_train_run_S71_run_000012,lbbb,III,WP2_largeDataset_Noise/lbbb/train/run_S71/run_000012_raw.csv,25,25,0,25,1.00,0.00,1.00,1_critical,1,gross_boundary:26smp,
mc_fam_validation_run_S63_000026,fam,aVL,WP2_largeDataset_Noise/fam/validation/run_S63/000026_raw.csv,13,13,10,13,1.00,0.77,1.00,1_critical,1,PR=78ms,
mc_mi_LCX_0p3_post_train_run_S71_run_000009,mi,I,WP2_largeDataset_Noise/mi/LCX_0.3_post/train/run_S71/run_000009_raw.csv,11,11,10,11,1.00,0.91,1.00,1_critical,1,QRSdur=238ms,
mc_lbbb_validation_run_S63_run_000082,lbbb,aVF,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000082_raw.csv,26,26,0,26,1.00,0.00,1.00,1_critical,1,QT=238ms;PR=44ms,
mc_lbbb_validation_run_S63_run_000082,lbbb,aVL,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000082_raw.csv,26,26,0,26,1.00,0.00,1.00,1_critical,1,QT=240ms;PR=44ms,
mc_lbbb_validation_run_S63_run_000082,lbbb,aVR,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000082_raw.csv,26,26,7,26,1.00,0.27,1.00,1_critical,1,QT=238ms;PR=44ms,
mc_mi_RCA_1p0_train_run_S69_run_000010,mi,V6,WP2_largeDataset_Noise/mi/RCA_1.0/train/run_S69/run_000010_raw.csv,9,9,0,9,1.00,0.00,1.00,1_critical,1,QRSdur=204ms,
mc_mi_RCA_0p3_train_run_S73_run_000078,mi,III,WP2_largeDataset_Noise/mi/RCA_0.3/train/run_S73/run_000078_raw.csv,14,14,1,14,1.00,0.07,1.00,1_critical,1,PR=64ms,
mc_mi_LAD_0p3_train_run_S65_run_000072,mi,aVL,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S65/run_000072_raw.csv,12,12,0,12,1.00,0.00,1.00,1_critical,1,PR=60ms,
mc_mi_RCA_1p0_validation_run_S67_run_000095,mi,aVL,WP2_largeDataset_Noise/mi/RCA_1.0/validation/run_S67/run_000095_raw.csv,9,9,8,9,1.00,0.89,1.00,1_critical,1,PR=60ms,
mc_mi_LCX_0p3_post_test_run_S62_run_000022,mi,III,WP2_largeDataset_Noise/mi/LCX_0.3_post/test/run_S62/run_000022_raw.csv,12,12,10,12,1.00,0.83,1.00,1_critical,1,PR=68ms,
mc_mi_LCX_0p3_ant_validation_run_S63_run_000089,mi,aVL,WP2_largeDataset_Noise/mi/LCX_0.3_ant/validation/run_S63/run_000089_raw.csv,15,15,3,15,1.00,0.20,1.00,1_critical,1,PR=60ms,
mc_mi_RCA_0p3_train_run_S74_run_000046,mi,III,WP2_largeDataset_Noise/mi/RCA_0.3/train/run_S74/run_000046_raw.csv,12,12,0,12,1.00,0.00,1.00,1_critical,1,PR=68ms,
mc_mi_LCX_0p3_ant_train_run_S74_run_000022,mi,aVF,WP2_largeDataset_Noise/mi/LCX_0.3_ant/train/run_S74/run_000022_raw.csv,13,13,0,13,1.00,0.00,1.00,1_critical,1,QRSdur=206ms,
mc_rbbb_train_run_S66_run_000092,rbbb,aVR,WP2_largeDataset_Noise/rbbb/train/run_S66/run_000092_raw.csv,12,12,6,12,1.00,0.50,1.00,1_critical,1,PR=48ms,
mc_mi_RCA_0p3_test_run_S64_run_000086,mi,V3,WP2_largeDataset_Noise/mi/RCA_0.3/test/run_S64/run_000086_raw.csv,13,13,11,13,1.00,0.85,1.00,1_critical,1,PR=74ms,
mc_mi_LCX_1p0_post_test_run_S62_run_000044,mi,III,WP2_largeDataset_Noise/mi/LCX_1.0_post/test/run_S62/run_000044_raw.csv,11,11,10,11,1.00,0.91,1.00,1_critical,1,PR=64ms,
mc_mi_LAD_0p3_validation_run_S67_run_000004,mi,aVL,WP2_largeDataset_Noise/mi/LAD_0.3/validation/run_S67/run_000004_raw.csv,11,11,9,11,1.00,0.82,1.00,1_critical,1,QRSdur=238ms,
mc_mi_LCX_1p0_ant_train_run_S72_run_000047,mi,V1,WP2_largeDataset_Noise/mi/LCX_1.0_ant/train/run_S72/run_000047_raw.csv,13,13,12,13,1.00,0.92,1.00,1_critical,1,PR=64ms,
mc_mi_LCX_1p0_post_train_run_S70_run_000007,mi,aVL,WP2_largeDataset_Noise/mi/LCX_1.0_post/train/run_S70/run_000007_raw.csv,14,14,13,14,1.00,0.93,1.00,1_critical,1,PR=76ms,
mc_iab_train_run_S66_000083,iab,aVF,WP2_largeDataset_Noise/iab/train/run_S66/000083_raw.csv,14,14,13,14,1.00,0.93,1.00,1_critical,1,PR=48ms,
mc_mi_RCA_0p3_test_run_S64_run_000041,mi,V4,WP2_largeDataset_Noise/mi/RCA_0.3/test/run_S64/run_000041_raw.csv,13,13,12,13,1.00,0.92,1.00,1_critical,1,PR=70ms,
mc_mi_LAD_0p3_validation_run_S67_run_000013,mi,V3,WP2_largeDataset_Noise/mi/LAD_0.3/validation/run_S67/run_000013_raw.csv,12,12,11,12,1.00,0.92,1.00,1_critical,1,PR=68ms,
mc_mi_LAD_1p0_train_run_S74_run_000034,mi,III,WP2_largeDataset_Noise/mi/LAD_1.0/train/run_S74/run_000034_raw.csv,13,13,12,13,1.00,0.92,1.00,1_critical,1,PR=46ms,
mc_mi_RCA_1p0_train_run_S69_run_000063,mi,III,WP2_largeDataset_Noise/mi/RCA_1.0/train/run_S69/run_000063_raw.csv,12,12,11,12,1.00,0.92,1.00,1_critical,1,PR=78ms,
mc_iab_train_run_S72_000027,iab,V1,WP2_largeDataset_Noise/iab/train/run_S72/000027_raw.csv,28,28,13,28,1.00,0.46,1.00,1_critical,1,gross_boundary:25smp;QT=218ms,
mc_iab_train_run_S72_000027,iab,V2,WP2_largeDataset_Noise/iab/train/run_S72/000027_raw.csv,28,28,14,28,1.00,0.50,1.00,1_critical,1,gross_boundary:26smp;QT=218ms,
mc_iab_train_run_S72_000027,iab,V3,WP2_largeDataset_Noise/iab/train/run_S72/000027_raw.csv,28,28,13,28,1.00,0.46,1.00,1_critical,1,gross_boundary:34smp;QT=218ms,
mc_mi_LAD_0p3_train_run_S65_run_000070,mi,I,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S65/run_000070_raw.csv,13,13,0,13,1.00,0.00,1.00,1_critical,1,PR=60ms,
mc_mi_LAD_0p3_validation_run_S67_run_000085,mi,aVF,WP2_largeDataset_Noise/mi/LAD_0.3/validation/run_S67/run_000085_raw.csv,10,10,0,10,1.00,0.00,1.00,1_critical,1,PR=72ms,
mc_mi_LCX_0p3_post_train_run_S65_run_000022,mi,aVL,WP2_largeDataset_Noise/mi/LCX_0.3_post/train/run_S65/run_000022_raw.csv,9,9,0,9,1.00,0.00,1.00,1_critical,1,QRSdur=214ms,
mc_mi_LAD_0p3_test_run_S64_run_000069,mi,III,WP2_largeDataset_Noise/mi/LAD_0.3/test/run_S64/run_000069_raw.csv,12,12,11,12,1.00,0.92,1.00,1_critical,1,PR=70ms,
mc_mi_LCX_0p3_post_train_run_S71_run_000036,mi,aVL,WP2_largeDataset_Noise/mi/LCX_0.3_post/train/run_S71/run_000036_raw.csv,11,11,10,11,1.00,0.91,1.00,1_critical,1,PR=62ms,
mc_mi_LCX_0p3_post_train_run_S71_run_000041,mi,aVL,WP2_largeDataset_Noise/mi/LCX_0.3_post/train/run_S71/run_000041_raw.csv,12,12,11,12,1.00,0.92,1.00,1_critical,1,PR=60ms,
mc_lae_train_run_S74_000034,lae,aVL,WP2_largeDataset_Noise/lae/train/run_S74/000034_raw.csv,12,12,11,12,1.00,0.92,1.00,1_critical,1,PR=50ms,
mc_mi_LAD_0p3_train_run_S69_run_000082,mi,III,WP2_largeDataset_Noise/mi/LAD_0.3/train/run_S69/run_000082_raw.csv,14,14,13,14,1.00,0.93,1.00,1_critical,1,PR=68ms,
mc_mi_LAD_1p0_train_run_S70_run_000032,mi,aVL,WP2_largeDataset_Noise/mi/LAD_1.0/train/run_S70/run_000032_raw.csv,14,14,13,14,1.00,0.93,1.00,1_critical,1,PR=64ms,
mc_mi_LCX_1p0_ant_train_run_S74_run_000005,mi,aVL,WP2_largeDataset_Noise/mi/LCX_1.0_ant/train/run_S74/run_000005_raw.csv,13,13,12,13,1.00,0.92,1.00,1_critical,1,PR=70ms,
mc_mi_RCA_0p3_test_run_S62_run_000038,mi,III,WP2_largeDataset_Noise/mi/RCA_0.3/test/run_S62/run_000038_raw.csv,12,12,0,12,1.00,0.00,1.00,1_critical,1,QRSdur=208ms,
mc_lbbb_test_run_S64_run_000010,lbbb,aVR,WP2_largeDataset_Noise/lbbb/test/run_S64/run_000010_raw.csv,24,23,13,24,0.96,0.54,1.00,1_critical,1,gross_boundary:50smp;QT=212ms,
mc_fam_train_run_S69_000058,fam,I,WP2_largeDataset_Noise/fam/train/run_S69/000058_raw.csv,26,25,13,26,0.96,0.50,1.00,1_critical,1,gross_boundary:25smp;QT=220ms,
mc_fam_train_run_S69_000058,fam,aVF,WP2_largeDataset_Noise/fam/train/run_S69/000058_raw.csv,26,25,13,25,0.96,0.50,0.96,1_critical,1,QT=226ms,
mc_rbbb_train_run_S69_run_000084,rbbb,aVL,WP2_largeDataset_Noise/rbbb/train/run_S69/run_000084_raw.csv,24,23,0,23,0.96,0.00,0.96,1_critical,1,QT=210ms,
mc_fam_train_run_S69_000058,fam,III,WP2_largeDataset_Noise/fam/train/run_S69/000058_raw.csv,26,25,13,25,0.96,0.50,0.96,1_critical,1,QT=232ms,
mc_lbbb_test_run_S64_run_000007,lbbb,III,WP2_largeDataset_Noise/lbbb/test/run_S64/run_000007_raw.csv,23,22,10,22,0.96,0.43,0.96,1_critical,1,gross_boundary:35smp;QT=234ms,
mc_lbbb_validation_run_S63_run_000033,lbbb,II,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000033_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:48smp;QT=190ms,
mc_lbbb_test_run_S64_run_000010,lbbb,I,WP2_largeDataset_Noise/lbbb/test/run_S64/run_000010_raw.csv,24,23,0,23,0.96,0.00,0.96,1_critical,1,gross_boundary:50smp;QT=212ms,
mc_lbbb_test_run_S64_run_000010,lbbb,aVF,WP2_largeDataset_Noise/lbbb/test/run_S64/run_000010_raw.csv,24,23,0,23,0.96,0.00,0.96,1_critical,1,gross_boundary:32smp;QT=194ms,
mc_lbbb_test_run_S64_run_000010,lbbb,aVL,WP2_largeDataset_Noise/lbbb/test/run_S64/run_000010_raw.csv,24,23,0,23,0.96,0.00,0.96,1_critical,1,gross_boundary:50smp;QT=212ms,
mc_lbbb_validation_run_S63_run_000017,lbbb,I,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000017_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:30smp;QT=226ms,
mc_fam_train_run_S69_000058,fam,V6,WP2_largeDataset_Noise/fam/train/run_S69/000058_raw.csv,26,25,13,25,0.96,0.50,0.96,1_critical,1,gross_boundary:26smp;QT=218ms,
mc_lbbb_validation_run_S63_run_000033,lbbb,aVF,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000033_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:48smp;QT=190ms,
mc_lbbb_validation_run_S63_run_000033,lbbb,aVL,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000033_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:32smp;QT=224ms,
mc_lbbb_validation_run_S63_run_000033,lbbb,aVR,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000033_raw.csv,25,24,12,24,0.96,0.48,0.96,1_critical,1,gross_boundary:50smp;QT=188ms,
mc_lbbb_test_run_S64_run_000010,lbbb,II,WP2_largeDataset_Noise/lbbb/test/run_S64/run_000010_raw.csv,24,23,0,23,0.96,0.00,0.96,1_critical,1,gross_boundary:50smp;QT=212ms,
mc_lbbb_validation_run_S63_run_000017,lbbb,V1,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000017_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:25smp;QT=226ms,
mc_lbbb_validation_run_S63_run_000017,lbbb,V2,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000017_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:48smp;QT=224ms,
mc_lbbb_validation_run_S63_run_000017,lbbb,V3,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000017_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:33smp;QT=220ms,
mc_lbbb_validation_run_S63_run_000017,lbbb,V4,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000017_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:32smp;QT=222ms,
mc_lbbb_validation_run_S63_run_000017,lbbb,V5,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000017_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:32smp;QT=222ms,
mc_lbbb_validation_run_S63_run_000017,lbbb,V6,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000017_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:32smp;QT=176ms,
mc_lbbb_validation_run_S63_run_000017,lbbb,aVF,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000017_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:33smp;QT=220ms,
mc_lbbb_validation_run_S63_run_000017,lbbb,aVL,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000017_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:31smp;QT=228ms,
mc_lbbb_validation_run_S63_run_000017,lbbb,aVR,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000017_raw.csv,25,24,12,24,0.96,0.48,0.96,1_critical,1,gross_boundary:33smp;QT=220ms,
mc_lbbb_validation_run_S63_run_000033,lbbb,V1,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000033_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:25smp;QT=226ms,
mc_lbbb_validation_run_S63_run_000033,lbbb,V2,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000033_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:33smp;QT=224ms,
mc_lbbb_validation_run_S63_run_000033,lbbb,V3,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000033_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:49smp;QT=188ms,
mc_lbbb_validation_run_S63_run_000033,lbbb,V4,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000033_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:46smp;QT=194ms,
mc_lbbb_validation_run_S63_run_000033,lbbb,V5,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000033_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:45smp;QT=196ms,
mc_lbbb_validation_run_S63_run_000033,lbbb,V6,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000033_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:42smp;QT=216ms,
mc_lbbb_validation_run_S63_run_000033,lbbb,I,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000033_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:50smp;QT=188ms,
mc_fam_train_run_S69_000058,fam,II,WP2_largeDataset_Noise/fam/train/run_S69/000058_raw.csv,26,25,13,25,0.96,0.50,0.96,1_critical,1,QT=224ms,
mc_lbbb_test_run_S64_run_000010,lbbb,V2,WP2_largeDataset_Noise/lbbb/test/run_S64/run_000010_raw.csv,24,23,0,23,0.96,0.00,0.96,1_critical,1,gross_boundary:50smp;QT=224ms,
mc_lbbb_test_run_S64_run_000010,lbbb,V3,WP2_largeDataset_Noise/lbbb/test/run_S64/run_000010_raw.csv,24,23,0,23,0.96,0.00,0.96,1_critical,1,gross_boundary:49smp;QT=212ms,
mc_lbbb_test_run_S64_run_000010,lbbb,V4,WP2_largeDataset_Noise/lbbb/test/run_S64/run_000010_raw.csv,24,23,0,23,0.96,0.00,0.96,1_critical,1,gross_boundary:49smp;QT=212ms,
mc_lbbb_validation_run_S63_run_000017,lbbb,II,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000017_raw.csv,25,24,0,24,0.96,0.00,0.96,1_critical,1,gross_boundary:33smp;QT=220ms,
mc_lbbb_test_run_S62_run_000029,lbbb,aVL,WP2_largeDataset_Noise/lbbb/test/run_S62/run_000029_raw.csv,21,20,4,21,0.95,0.19,1.00,1_critical,1,gross_boundary:35smp;QT=226ms,
mc_lbbb_validation_run_S63_run_000007,lbbb,aVR,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000007_raw.csv,21,20,11,21,0.95,0.52,1.00,1_critical,1,gross_boundary:51smp;QT=192ms,
mc_lbbb_test_run_S62_run_000029,lbbb,V6,WP2_largeDataset_Noise/lbbb/test/run_S62/run_000029_raw.csv,21,20,4,21,0.95,0.19,1.00,1_critical,1,gross_boundary:35smp;QT=226ms,
mc_lbbb_test_run_S62_run_000029,lbbb,I,WP2_largeDataset_Noise/lbbb/test/run_S62/run_000029_raw.csv,21,20,4,21,0.95,0.19,1.00,1_critical,1,gross_boundary:52smp;QT=188ms,
mc_lbbb_test_run_S62_run_000029,lbbb,aVR,WP2_largeDataset_Noise/lbbb/test/run_S62/run_000029_raw.csv,21,20,11,20,0.95,0.52,0.95,1_critical,1,gross_boundary:43smp;QT=204ms,
mc_lbbb_validation_run_S63_run_000007,lbbb,aVF,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000007_raw.csv,21,20,0,20,0.95,0.00,0.95,1_critical,1,gross_boundary:33smp;QT=224ms,
mc_lbbb_validation_run_S63_run_000007,lbbb,aVL,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000007_raw.csv,21,20,0,20,0.95,0.00,0.95,1_critical,1,gross_boundary:61smp;QT=190ms,
mc_lbbb_test_run_S62_run_000029,lbbb,III,WP2_largeDataset_Noise/lbbb/test/run_S62/run_000029_raw.csv,21,20,0,20,0.95,0.00,0.95,1_critical,1,gross_boundary:34smp;PR=70ms,
mc_lbbb_validation_run_S63_run_000007,lbbb,V1,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000007_raw.csv,21,20,0,20,0.95,0.00,0.95,1_critical,1,gross_boundary:25smp;QT=224ms,
mc_lbbb_validation_run_S63_run_000007,lbbb,V2,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000007_raw.csv,21,20,0,20,0.95,0.00,0.95,1_critical,1,gross_boundary:41smp;QT=224ms,
mc_lbbb_validation_run_S63_run_000007,lbbb,V3,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000007_raw.csv,21,20,0,20,0.95,0.00,0.95,1_critical,1,gross_boundary:50smp;QT=190ms,
mc_lbbb_validation_run_S63_run_000007,lbbb,V4,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000007_raw.csv,21,20,0,20,0.95,0.00,0.95,1_critical,1,gross_boundary:33smp;QT=224ms,
mc_lbbb_validation_run_S63_run_000007,lbbb,V5,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000007_raw.csv,21,20,0,20,0.95,0.00,0.95,1_critical,1,gross_boundary:33smp;QT=224ms,
mc_lbbb_validation_run_S63_run_000007,lbbb,V6,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000007_raw.csv,21,20,0,20,0.95,0.00,0.95,1_critical,1,gross_boundary:32smp;QT=224ms,
mc_lbbb_validation_run_S63_run_000007,lbbb,I,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000007_raw.csv,21,20,0,20,0.95,0.00,0.95,1_critical,1,gross_boundary:54smp;QT=190ms,
mc_rbbb_train_run_S69_run_000072,rbbb,V3,WP2_largeDataset_Noise/rbbb/train/run_S69/run_000072_raw.csv,21,20,0,20,0.95,0.00,0.95,1_critical,1,QT=204ms,
mc_lbbb_validation_run_S63_run_000083,lbbb,III,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000083_raw.csv,22,21,0,21,0.95,0.00,0.95,1_critical,1,gross_boundary:28smp;QT=224ms,
mc_lbbb_validation_run_S63_run_000095,lbbb,II,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000095_raw.csv,21,20,0,20,0.95,0.00,0.95,1_critical,1,gross_boundary:57smp;QT=208ms,
mc_lbbb_validation_run_S63_run_000043,lbbb,II,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000043_raw.csv,20,19,0,19,0.95,0.00,0.95,1_critical,1,PR=38ms,
mc_lbbb_validation_run_S63_run_000095,lbbb,I,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000095_raw.csv,21,20,0,20,0.95,0.00,0.95,1_critical,1,gross_boundary:57smp;QT=230ms,
mc_lbbb_validation_run_S63_run_000095,lbbb,aVF,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000095_raw.csv,21,20,0,20,0.95,0.00,0.95,1_critical,1,gross_boundary:56smp;QT=210ms,
mc_lbbb_validation_run_S63_run_000095,lbbb,aVL,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000095_raw.csv,21,20,0,20,0.95,0.00,0.95,1_critical,1,gross_boundary:58smp;QT=226ms,
mc_lbbb_validation_run_S63_run_000095,lbbb,aVR,WP2_largeDataset_Noise/lbbb/validation/run_S63/run_000095_raw.csv,21,20,10,20,0.95,0.48,0.95,1_critical,1,gross_boundary:57smp;QT=210ms,
mc_sinus_train_run_S72_run_000088,sinus,III,WP2_largeDataset_Noise/sinus/train/run_S72/run_000088_raw.csv,19,18,10,18,0.95,0.53,0.95,1_critical,1,QT=204ms,
